videoWebUrl,submittedVideoUrl,input,cid,createTime,createTimeISO,text,diggCount,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,uid,uniqueId,avatarThumbnail,mentions,detailedMentions,cleaned_text
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553121724066923281,1758598212,2025-09-23T03:30:12.000Z,tiba tiba banget orang yang mungkin anda kenal 😭🙏,22231,False,False,,28.0,7376591489301857285,d4yy25,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4c5e5edb65cb874a6fa85ac163001558~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b3ff73f0&x-expires=1761310800&x-signature=53EJjRg3sGeml%2BKxMjzZ6VFTtM8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],orang kenal orang_kenal
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553130986961273618,1758600361,2025-09-23T04:06:01.000Z,"Tbtb bgt sekarang udah bisa dandan, padahal dulu masih kecil🤏",1759,False,False,,0.0,7417756067171763205,isnaa5952,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9b5e24b07bf55d45b85d57f1efde57cd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a5cf02e4&x-expires=1761310800&x-signature=z3JJijPfVXPL2esp4lHzn%2FDLjes%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],tbtb dandan tbtb_dandan
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553153428382417671,1758605580,2025-09-23T05:33:00.000Z,poninyaa😭😭,324,False,False,,3.0,7371232935712818182,naauuraaxx,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ef51bf0a4d11b0bbe7d752a703f002af~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3e6f3f0d&x-expires=1761310800&x-signature=ay8Mx5hAtou3tGl%2FK9t%2BQ5cL%2F%2B0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],poninyaa
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553132397878018834,1758600686,2025-09-23T04:11:26.000Z,ngapainnn mayii😭😭😭😭,410,False,False,,1.0,7390765393990353925,lovelysunday52,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/74a834e7f0b24cbaadf35a9c55152a45~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6f1d0a41&x-expires=1761310800&x-signature=NDmMw%2Biz0LPpsAKBKhKHbPx8huo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],ngapainn mayii ngapainn_mayii
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553133493485847314,1758600946,2025-09-23T04:15:46.000Z,Cushion timephoria emang the bestttt😍,529,False,False,,14.0,7143623592776172570,annurtiara,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e74fcacc73c92e80c79a615a7f269971~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3b89860f&x-expires=1761310800&x-signature=Zd4nX8zlK%2FWVyjmEpjfk0npnRrA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],cushion timephoria emang bestt cushion_timephoria timephoria_emang emang_bestt cushion_timephoria_emang timephoria_emang_bestt
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553121898172859154,1758598242,2025-09-23T03:30:42.000Z,LUCU BGT ADEKK 🥺🥺,2089,False,False,,1.0,6918742977108329474,ayamgeprekenakali,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0a520b2db41b702d0e61099f9c2f1060~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ddfede63&x-expires=1761310800&x-signature=bex8RmBBFQpqyenqLy5dqUTbRDA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],lucu adekk lucu_adekk
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553138343955104530,1758602073,2025-09-23T04:34:33.000Z,kamari: cantik kannn,46,False,False,,0.0,6877320380110537730,anikristii_,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/50ebbef235a5fd7c4930f160c52c6fca~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=72680f2c&x-expires=1761310800&x-signature=32Nfs1uLQIqohaFSa9JahVKjaR0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],kamar cantik kann kamar_cantik cantik_kann kamar_cantik_kann
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553575877414601490,1758703939,2025-09-24T08:52:19.000Z,,205,False,False,,12.0,7411882190726890502,marsheilla1716,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/35d53562460d8eae1431d2927cf534cb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4710af50&x-expires=1761310800&x-signature=cYb1Gib2nQvgVGJ58tQEBHJsiKw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553146232174527239,1758603911,2025-09-23T05:05:11.000Z,YALLAH SEGARA PANJANGKAN PONI KAMARI😔🤲🏻,1610,False,False,,5.0,7259211081658041349,ichiwaa0,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8a27a571afb7fc82e0d4d7313d28b2a4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5d998ddf&x-expires=1761310800&x-signature=3VIJN0rcO6GjO%2BjZ%2Bc4h0uY2uAU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],yallah segara panjang poni kamar yallah_segara segara_panjang panjang_poni poni_kamar yallah_segara_panjang segara_panjang_poni panjang_poni_kamar
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553128450346828552,1758599768,2025-09-23T03:56:08.000Z,Cushion Nya kegelapan ga sihhh??,1722,False,False,,11.0,7301883222009480197,miraaaa_636,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9ba72ee4b4047ce934cfde8f0e3e1832~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8b0beadd&x-expires=1761310800&x-signature=XYzE2zdybie2WaH1FjxI2pzX3YY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],cushion gelap sihh cushion_gelap gelap_sihh cushion_gelap_sihh
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553123256233411346,1758598557,2025-09-23T03:35:57.000Z,lucu bgt si pirang😩,469,False,False,,1.0,7243043541093794817,_00ji00_,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ae7bf9bca34d0ddfbbe5c463cc5134d4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8b2fcd77&x-expires=1761310800&x-signature=Oo%2B%2FOtKTQtJH4uKNGsNnP8MaxK8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],lucu pirang lucu_pirang
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553136610276246280,1758601665,2025-09-23T04:27:45.000Z,bayikk bikin aliss😭😭,78,False,False,,0.0,6763847944350761986,racunchekout90,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1f37ac3cab723bd75286e09504cefe7b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=55682c1b&x-expires=1761310800&x-signature=3sjV1fmDuYYm0kgQLRK%2BbFY1%2F%2BY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],bayikk aliss bayikk_aliss
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553122969301598984,1758598492,2025-09-23T03:34:52.000Z,kamari : im just a girl 🧚🏻‍♀,19,False,False,,0.0,80544186430,sourrsaley,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8db840116820be8dc80cb0c7b1cb8e45~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fcbb0a6c&x-expires=1761310800&x-signature=BfKji8Q%2B6GRFku78ZaMum3P5cJ0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],kamar just girl kamar_just just_girl kamar_just_girl
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553129921876001544,1758600112,2025-09-23T04:01:52.000Z,aelahhhhhh yok mar ikuttttttt,24,False,False,,0.0,7063415575943316481,sukaijooooo,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7b3f03456444e236e01cfabbbd578d11~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=62a325cb&x-expires=1761310800&x-signature=02pKjeJVtNtgAVAwVeDG4Voc6d8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],aelahh ikutt aelahh_ikutt
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553129433442370322,1758600000,2025-09-23T04:00:00.000Z,LU APAIN PONI BOCIL ITU KAK JENNN?!!! KENAPA LU BUAT SUNGSANG BEGITU PONI NYA KAK JENNNNNNN😭,1034,False,False,,10.0,7462696721082156038,ranasya5,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5478ced482ecd97e00572120e71b12f4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f3f96600&x-expires=1761310800&x-signature=xKk%2FE9GZw06xtCkUJnuWPAacc4A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],apain poni bocil jenn sungsang poni jenn apain_poni poni_bocil bocil_jenn jenn_sungsang sungsang_poni poni_jenn apain_poni_bocil poni_bocil_jenn bocil_jenn_sungsang jenn_sungsang_poni sungsang_poni_jenn
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553206037617132295,1758617830,2025-09-23T08:57:10.000Z,😭,43,False,False,7.553129433442371e+18,,6748085164792579073,jennifer.coppen,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/17aa30f28da6f0ba668564136e129cc2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8a18f8b0&x-expires=1761310800&x-signature=3oaZmwBJlET2vzbzY%2FGa%2Fu4Mw2w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553132349736567572,1758600676,2025-09-23T04:11:16.000Z,"""mayi minta""",14,False,False,,0.0,7282448457221587973,ia_tiana,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3961ef164daee9c1738ef5a87aec09a2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=75e7e7ef&x-expires=1761310800&x-signature=zLVIWQa0DhvbHkAGnN10gU2RqFQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],mayi
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553122230894707474,1758598322,2025-09-23T03:32:02.000Z,aaarrgghhh mayiii😖😖,291,False,False,,2.0,7365461311374066694,lv.uuu_,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1780031282710e5559a3ee755f26deac~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=de33dfc8&x-expires=1761310800&x-signature=BUhHJ6Lx1oq9e2hGTW4fG7W7VXE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],aarrgghh mayii aarrgghh_mayii
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553453983685575431,1758675574,2025-09-24T00:59:34.000Z,lucuuu bangett,9,False,False,,0.0,7537660560490693639,mozza.alikha,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/61438dcfafa66f8ce6d44898bafbc366~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=867b66e6&x-expires=1761310800&x-signature=rz5OB%2BIg6MUw6VzKaik%2FlerOrOE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],lucuu bangett lucuu_bangett
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553122965957788436,1758598490,2025-09-23T03:34:50.000Z,poninya lama bgttt tumbuhnyaaa😭😭,595,False,False,,0.0,6852603669062812673,mlsbgtl0,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7af1528e5ca26230084e22f9526d1fdd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=19c52848&x-expires=1761310800&x-signature=kegPJESy5bZ1iB3xuy9LI%2BtfJuU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],poni bgtt tumbuhnyaa poni_bgtt bgtt_tumbuhnyaa poni_bgtt_tumbuhnyaa
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553131612624487186,1758600502,2025-09-23T04:08:22.000Z,"""mau bantu mama mikaaap""😭🤣🤣 marr gemes bgt🥰🤣",31,False,False,,0.0,7084257476849976322,piscok828,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/14e4817d1c47e203e1b9204667163e58~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b8bd3114&x-expires=1761310800&x-signature=QwI7HHmdytHdGC9I3c069Bm8ekw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[],bantu mama mikaap marr gemes bantu_mama mama_mikaap mikaap_marr marr_gemes bantu_mama_mikaap mama_mikaap_marr mikaap_marr_gemes
https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,https://www.tiktok.com/@jennifer.coppen/video/7553120869896310023?is_from_webapp=1&sender_device=pc,7553132286166795015,1758600658,2025-09-23T04:10:58.000Z,mayi mintaaa 😁,1,False,False,,0.0,6872870731312694273,hameedahmidah,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9d9979db3758ab6e0ef2d079c1774544~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=934d0465&x-expires=1761310800&x-signature=KP5%2BhhAWbBwOuMvOTK3X3zm88qg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[],mayi mintaa mayi_mintaa
